,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Lead_proteins
72,prerank,Immune System,0.620495410429655,1.050183173790882,0.40763673890608876,1.0,1.0,5/9,29.82%,TTR;TSPAN14;CLU;AHSG;A1BG,A0A087WT59;A0A087WV45;A6XGL1;A6XMH1;E9KL36;P02766;Q53WY6;Q8TDB2;A6NEP9;H7BXY6;Q8N2P5;Q8NG11;Q8NG11-2;Q8NG11-3;B4DW11;E5RG36;E5RGB0;E5RH61;E5RJZ5;E7ERK6;E7ETB4;H0YAS8;H0YC35;H0YLK8;P10909;P10909-2;P10909-3;P10909-4;P10909-5;Q6LDQ3;Q8IWL5;Q8IWM0;B7Z8Q2;C9JV77;P02765;B3KP79;B3KWB5;M0R009;P04217;P04217-2;Q7Z3U3;V9HWD8
73,prerank,Translation,-0.6545454545454545,-1.0483498197282053,0.41904761904761906,1.0,1.0,2/2,38.60%,PTCD3;EPRS1,B2RDU4;B4DF73;B8ZZQ4;F8WE76;Q96EY7;Q96EY7-2;B4DKX5;B4DP50;H6WCP5;P07814;Q3KQZ8;V9GYZ6;V9GZ76
74,prerank,Integrin cell surface interactions,0.7454545454545456,1.046930105995294,0.40575539568345326,1.0,1.0,2/2,28.07%,COL18A1;LUM,D3DSM4;D3DSM5;H7BXV5;H7C457;P39060;P39060-1;P39060-2;Q8NG19;P51884;Q53FV4
75,prerank,Metabolism of RNA,-0.6545454545454545,-1.0399373531714953,0.4186746987951807,1.0,1.0,2/2,38.60%,APOBEC2;EPRS1,B4DUL0;Q9Y235;B4DKX5;B4DP50;H6WCP5;P07814;Q3KQZ8;V9GYZ6;V9GZ76
76,prerank,Muscle contraction,-0.5,-1.038648911984411,0.3902439024390244,1.0,1.0,5/5,56.14%,TMOD4;TMOD3;TMOD1;ATP1A1;ATP2A2,H0YKU1;H0YNJ8;P28289;P28289-2;Q5HYL6;Q9NYL9;Q9NZQ9;Q9NZQ9-2;H0YKU1;H0YNJ8;P28289;P28289-2;Q5HYL6;Q9NYL9;Q9NZQ9;Q9NZQ9-2;H0YKU1;H0YNJ8;P28289;P28289-2;Q5HYL6;Q9NYL9;Q9NZQ9;Q9NZQ9-2;B7Z1N5;B7Z3V1;P05023;P05023-2;P05023-3;P05023-4;Q58I23;Q5TC01;Q5TC02;P16615-2
77,prerank,Keratan sulfate/keratin metabolism,0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
78,prerank,Defective ST3GAL3 causes MCT12 and EIEE15,0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
79,prerank,Diseases associated with glycosaminoglycan metabolism,0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
80,prerank,Keratan sulfate degradation,0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
81,prerank,Glycosaminoglycan metabolism,0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
82,prerank,Defective B4GALT1 causes B4GALT1-CDG (CDG-2d),0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
83,prerank,Diseases of metabolism,0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
84,prerank,Keratan sulfate biosynthesis,0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
85,prerank,Diseases of glycosylation,0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
86,prerank,Defective CHST6 causes MCDC1,0.7454545454545454,1.0369821555426506,0.4518950437317784,1.0,1.0,2/2,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
87,prerank,Protein localization,-0.7678571428571428,-1.0326747356838721,0.4760956175298805,1.0,1.0,1/1,26.32%,CHCHD4,A0A024R2F8;A0A024R2I5;Q8N4Q1;Q8N4Q1-2
88,prerank,Mitochondrial protein import,-0.7678571428571428,-1.0326747356838721,0.4760956175298805,1.0,1.0,1/1,26.32%,CHCHD4,A0A024R2F8;A0A024R2I5;Q8N4Q1;Q8N4Q1-2
89,prerank,Infectious disease,-0.5740740740740741,-1.0274492626660827,0.4008810572687225,1.0,1.0,3/3,47.37%,ATP6V1H;ATP1A1;SUGT1,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2;B7Z1N5;B7Z3V1;P05023;P05023-2;P05023-3;P05023-4;Q58I23;Q5TC01;Q5TC02;A8K5T7;A8K7W3;B4DYC6;Q9P1S2;Q9Y2Z0;Q9Y2Z0-2
90,prerank,Metabolism of carbohydrates,0.6967110985312106,1.0265543378975268,0.45226130653266333,1.0,1.0,2/3,28.07%,PRELP;LUM,P51888;Q6FHG6;Q7Z4B2;P51884;Q53FV4
91,prerank,Intrinsic Pathway of Fibrin Clot Formation,0.6603773584905661,1.0234262470616002,0.43888242142025613,1.0,1.0,4/4,38.60%,SERPIND1;KNG1;A2M;SERPING1,P05546;Q8IVC0;B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8;B2R950;B7Z7M2;F8W7L3;H0YFH1;P01023;P20742;P20742-2;Q9BQ22;A0A0S2Z333;E9KL26;E9PGN7;H0YCA1;H9KV48;P05155;P05155-2;P05155-3;Q5UGI6
92,prerank,Formation of Fibrin Clot (Clotting Cascade),0.6603773584905661,1.0234262470616002,0.43888242142025613,1.0,1.0,4/4,38.60%,SERPIND1;KNG1;A2M;SERPING1,P05546;Q8IVC0;B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8;B2R950;B7Z7M2;F8W7L3;H0YFH1;P01023;P20742;P20742-2;Q9BQ22;A0A0S2Z333;E9KL26;E9PGN7;H0YCA1;H9KV48;P05155;P05155-2;P05155-3;Q5UGI6
93,prerank,Fatty acid metabolism,-0.5283018867924528,-1.0172764227642275,0.45454545454545453,1.0,1.0,4/4,52.63%,CPT1A;ACSL5;ACSL1;ACSL6,A0A024R5F4;B2RAQ8;P50416;P50416-2;A8K9T3;B2RB13;B3KV64;B4DFW3;B4DX30;B4E0R0;B7Z3Z9;D6RER0;D6RG07;E7EPM6;E7ERD7;H0Y9U7;H0Y9Z9;P33121;P33121-2;P33121-3;Q108N1;Q108N2;Q9UKU0;Q9UKU0-1;Q9UKU0-2;Q9UKU0-3;Q9UKU0-5;Q9UKU0-6;Q9UKU0-7;Q9UKU0-8;Q9UKU0-9;Q9ULC5;Q9ULC5-3;Q9ULC5-4;A8K9T3;B2RB13;B3KV64;B4DFW3;B4DX30;B4E0R0;B7Z3Z9;D6RER0;D6RG07;E7EPM6;E7ERD7;H0Y9U7;H0Y9Z9;P33121;P33121-2;P33121-3;Q108N1;Q108N2;Q9UKU0;Q9UKU0-1;Q9UKU0-2;Q9UKU0-3;Q9UKU0-5;Q9UKU0-6;Q9UKU0-7;Q9UKU0-8;Q9UKU0-9;Q9ULC5;Q9ULC5-3;Q9ULC5-4;A8K9T3;B2RB13;B3KV64;B4DFW3;B4DX30;B4E0R0;B7Z3Z9;D6RER0;D6RG07;E7EPM6;E7ERD7;H0Y9U7;H0Y9Z9;P33121;P33121-2;P33121-3;Q108N1;Q108N2;Q9UKU0;Q9UKU0-1;Q9UKU0-2;Q9UKU0-3;Q9UKU0-5;Q9UKU0-6;Q9UKU0-7;Q9UKU0-8;Q9UKU0-9;Q9ULC5;Q9ULC5-3;Q9ULC5-4
94,prerank,Chylomicron assembly,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
95,prerank,ABC-family proteins mediated transport,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
96,prerank,Scavenging by Class B Receptors,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
97,prerank,Defective ABCA1 causes TGD,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
98,prerank,ABC transporter disorders,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
99,prerank,Scavenging by Class A Receptors,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
100,prerank,HDL clearance,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
101,prerank,Heme signaling,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
102,prerank,Plasma lipoprotein remodeling,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
103,prerank,HDL remodeling,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
104,prerank,Chylomicron remodeling,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
105,prerank,ABC transporters in lipid homeostasis,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
106,prerank,Plasma lipoprotein clearance,0.7678571428571429,1.00727951469902,0.5179282868525896,0.8954025786092401,1.0,1/1,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
107,prerank,Degradation of the extracellular matrix,0.709090909090909,1.0053497707788284,0.47788873038516405,0.8858402897854207,1.0,2/2,31.58%,COL18A1;A2M,D3DSM4;D3DSM5;H7BXV5;H7C457;P39060;P39060-1;P39060-2;Q8NG19;B2R950;B7Z7M2;F8W7L3;H0YFH1;P01023;P20742;P20742-2;Q9BQ22
108,prerank,"Plasma lipoprotein assembly, remodeling, and clearance",0.709090909090909,1.0018909527001945,0.502906976744186,0.8619151289265357,1.0,2/2,31.58%,APOA1;A2M,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355;B2R950;B7Z7M2;F8W7L3;H0YFH1;P01023;P20742;P20742-2;Q9BQ22
109,prerank,Plasma lipoprotein assembly,0.709090909090909,1.0018909527001945,0.502906976744186,0.8619151289265357,1.0,2/2,31.58%,APOA1;A2M,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355;B2R950;B7Z7M2;F8W7L3;H0YFH1;P01023;P20742;P20742-2;Q9BQ22
110,prerank,HDL assembly,0.709090909090909,1.0018909527001945,0.502906976744186,0.8619151289265357,1.0,2/2,31.58%,APOA1;A2M,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355;B2R950;B7Z7M2;F8W7L3;H0YFH1;P01023;P20742;P20742-2;Q9BQ22
111,prerank,G alpha (i) signalling events,0.75,0.9884401050062173,0.547945205479452,0.8397263255787826,1.0,1/1,26.32%,KNG1,B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8
112,prerank,Peptide ligand-binding receptors,0.75,0.9884401050062173,0.547945205479452,0.8397263255787826,1.0,1/1,26.32%,KNG1,B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8
113,prerank,Class A/1 (Rhodopsin-like receptors),0.75,0.9884401050062173,0.547945205479452,0.8397263255787826,1.0,1/1,26.32%,KNG1,B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8
114,prerank,GPCR ligand binding,0.75,0.9884401050062173,0.547945205479452,0.8397263255787826,1.0,1/1,26.32%,KNG1,B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8
115,prerank,G alpha (q) signalling events,0.75,0.9884401050062173,0.547945205479452,0.8397263255787826,1.0,1/1,26.32%,KNG1,B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8
116,prerank,Gene expression (Transcription),-0.6181818181818182,-0.9817436661698961,0.4645161290322581,1.0,1.0,2/2,42.11%,NAMPT;NDUFA4,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1;A0A024R9Z0;O00483
117,prerank,RNA Polymerase II Transcription,-0.6181818181818182,-0.9817436661698961,0.4645161290322581,1.0,1.0,2/2,42.11%,NAMPT;NDUFA4,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1;A0A024R9Z0;O00483
118,prerank,Generic Transcription Pathway,-0.6181818181818182,-0.9817436661698961,0.4645161290322581,1.0,1.0,2/2,42.11%,NAMPT;NDUFA4,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1;A0A024R9Z0;O00483
119,prerank,SARS-CoV Infections,-0.7321428571428571,-0.9774176169525012,0.5386064030131826,1.0,1.0,1/1,29.82%,ATP1A1,B7Z1N5;B7Z3V1;P05023;P05023-2;P05023-3;P05023-4;Q58I23;Q5TC01;Q5TC02
120,prerank,Potential therapeutics for SARS,-0.7321428571428571,-0.9774176169525012,0.5386064030131826,1.0,1.0,1/1,29.82%,ATP1A1,B7Z1N5;B7Z3V1;P05023;P05023-2;P05023-3;P05023-4;Q58I23;Q5TC01;Q5TC02
121,prerank,Circadian Clock,-0.6,-0.9652421652421654,0.512987012987013,1.0,1.0,2/2,43.86%,NAMPT;CPT1A,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1;A0A024R5F4;B2RAQ8;P50416;P50416-2
122,prerank,ECM proteoglycans,0.7321428571428572,0.953673192479163,0.6145833333333334,0.9225983488756827,1.0,1/1,28.07%,LUM,P51884;Q53FV4
123,prerank,Binding and Uptake of Ligands by Scavenger Receptors,0.6727272727272726,0.9418993419224825,0.6,0.9215567929232248,1.0,2/2,35.09%,APOA1;HPX,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355;B7Z8Q4;P02790;Q9BS19
124,prerank,Scavenging of heme from plasma,0.6727272727272726,0.9418993419224825,0.6,0.9215567929232248,1.0,2/2,35.09%,APOA1;HPX,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355;B7Z8Q4;P02790;Q9BS19
125,prerank,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",-0.6964285714285714,-0.9393765263611561,0.5904572564612326,1.0,1.0,1/1,33.33%,NAMPT,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1
126,prerank,NPAS4 regulates expression of target genes,-0.6964285714285714,-0.9393765263611561,0.5904572564612326,1.0,1.0,1/1,33.33%,NAMPT,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1
127,prerank,Transcriptional Regulation by NPAS4,-0.6964285714285714,-0.9393765263611561,0.5904572564612326,1.0,1.0,1/1,33.33%,NAMPT,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1
128,prerank,Nicotinamide salvaging,-0.6964285714285714,-0.9393765263611561,0.5904572564612326,1.0,1.0,1/1,33.33%,NAMPT,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1
129,prerank,Nicotinate metabolism,-0.6964285714285714,-0.9393765263611561,0.5904572564612326,1.0,1.0,1/1,33.33%,NAMPT,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1
130,prerank,Metabolism of water-soluble vitamins and cofactors,-0.6964285714285714,-0.9393765263611561,0.5904572564612326,1.0,1.0,1/1,33.33%,NAMPT,A0A024R718;A0A0C4DFS8;B7Z8W6;C9JF35;C9JG65;P43490;Q658Z1
131,prerank,Metabolism of amino acids and derivatives,0.6079633979589499,0.9384649116693872,0.5899880810488677,0.9239813850656295,1.0,1/4,19.30%,GATM,A0A024R5Q4;H0YKW9;H0YLC6;H0YMX4;H0YN43;P50440;P50440-2;P50440-3
132,prerank,Fatty acyl-CoA biosynthesis,-0.5185185185185185,-0.9272985333543603,0.5904761904761905,1.0,1.0,3/3,52.63%,ACSL5;ACSL1;ACSL6,A8K9T3;B2RB13;B3KV64;B4DFW3;B4DX30;B4E0R0;B7Z3Z9;D6RER0;D6RG07;E7EPM6;E7ERD7;H0Y9U7;H0Y9Z9;P33121;P33121-2;P33121-3;Q108N1;Q108N2;Q9UKU0;Q9UKU0-1;Q9UKU0-2;Q9UKU0-3;Q9UKU0-5;Q9UKU0-6;Q9UKU0-7;Q9UKU0-8;Q9UKU0-9;Q9ULC5;Q9ULC5-3;Q9ULC5-4;A8K9T3;B2RB13;B3KV64;B4DFW3;B4DX30;B4E0R0;B7Z3Z9;D6RER0;D6RG07;E7EPM6;E7ERD7;H0Y9U7;H0Y9Z9;P33121;P33121-2;P33121-3;Q108N1;Q108N2;Q9UKU0;Q9UKU0-1;Q9UKU0-2;Q9UKU0-3;Q9UKU0-5;Q9UKU0-6;Q9UKU0-7;Q9UKU0-8;Q9UKU0-9;Q9ULC5;Q9ULC5-3;Q9ULC5-4;A8K9T3;B2RB13;B3KV64;B4DFW3;B4DX30;B4E0R0;B7Z3Z9;D6RER0;D6RG07;E7EPM6;E7ERD7;H0Y9U7;H0Y9Z9;P33121;P33121-2;P33121-3;Q108N1;Q108N2;Q9UKU0;Q9UKU0-1;Q9UKU0-2;Q9UKU0-3;Q9UKU0-5;Q9UKU0-6;Q9UKU0-7;Q9UKU0-8;Q9UKU0-9;Q9ULC5;Q9ULC5-3;Q9ULC5-4
133,prerank,Synthesis of very long-chain fatty acyl-CoAs,-0.5185185185185185,-0.9272985333543603,0.5904761904761905,1.0,1.0,3/3,52.63%,ACSL5;ACSL1;ACSL6,A8K9T3;B2RB13;B3KV64;B4DFW3;B4DX30;B4E0R0;B7Z3Z9;D6RER0;D6RG07;E7EPM6;E7ERD7;H0Y9U7;H0Y9Z9;P33121;P33121-2;P33121-3;Q108N1;Q108N2;Q9UKU0;Q9UKU0-1;Q9UKU0-2;Q9UKU0-3;Q9UKU0-5;Q9UKU0-6;Q9UKU0-7;Q9UKU0-8;Q9UKU0-9;Q9ULC5;Q9ULC5-3;Q9ULC5-4;A8K9T3;B2RB13;B3KV64;B4DFW3;B4DX30;B4E0R0;B7Z3Z9;D6RER0;D6RG07;E7EPM6;E7ERD7;H0Y9U7;H0Y9Z9;P33121;P33121-2;P33121-3;Q108N1;Q108N2;Q9UKU0;Q9UKU0-1;Q9UKU0-2;Q9UKU0-3;Q9UKU0-5;Q9UKU0-6;Q9UKU0-7;Q9UKU0-8;Q9UKU0-9;Q9ULC5;Q9ULC5-3;Q9ULC5-4;A8K9T3;B2RB13;B3KV64;B4DFW3;B4DX30;B4E0R0;B7Z3Z9;D6RER0;D6RG07;E7EPM6;E7ERD7;H0Y9U7;H0Y9Z9;P33121;P33121-2;P33121-3;Q108N1;Q108N2;Q9UKU0;Q9UKU0-1;Q9UKU0-2;Q9UKU0-3;Q9UKU0-5;Q9UKU0-6;Q9UKU0-7;Q9UKU0-8;Q9UKU0-9;Q9ULC5;Q9ULC5-3;Q9ULC5-4
134,prerank,Signaling by GPCR,0.6545454545454544,0.9141594566491057,0.6479885057471264,0.9574372221554728,1.0,2/2,36.84%,KNG1;ABR,B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8;A0A0G2JQ41;B7Z2X0;B7Z683;B7Z7Z1;I3L1U8;I3L379;Q12979;Q12979-2;Q12979-3;Q12979-4;Q6ZT60
135,prerank,GPCR downstream signalling,0.6545454545454544,0.9141594566491057,0.6479885057471264,0.9574372221554728,1.0,2/2,36.84%,KNG1;ABR,B4DPP8;D3DNU8;P01042-2;P01042-3;Q05CF8;A0A0G2JQ41;B7Z2X0;B7Z683;B7Z7Z1;I3L1U8;I3L379;Q12979;Q12979-2;Q12979-3;Q12979-4;Q6ZT60
136,prerank,Mitochondrial translation termination,-0.6785714285714285,-0.9045882127087735,0.6754032258064516,1.0,1.0,1/1,35.09%,PTCD3,B2RDU4;B4DF73;B8ZZQ4;F8WE76;Q96EY7;Q96EY7-2
137,prerank,Mitochondrial translation initiation,-0.6785714285714285,-0.9045882127087735,0.6754032258064516,1.0,1.0,1/1,35.09%,PTCD3,B2RDU4;B4DF73;B8ZZQ4;F8WE76;Q96EY7;Q96EY7-2
138,prerank,Mitochondrial translation,-0.6785714285714285,-0.9045882127087735,0.6754032258064516,1.0,1.0,1/1,35.09%,PTCD3,B2RDU4;B4DF73;B8ZZQ4;F8WE76;Q96EY7;Q96EY7-2
139,prerank,Mitochondrial translation elongation,-0.6785714285714285,-0.9045882127087735,0.6754032258064516,1.0,1.0,1/1,35.09%,PTCD3,B2RDU4;B4DF73;B8ZZQ4;F8WE76;Q96EY7;Q96EY7-2
140,prerank,Regulation of Complement cascade,0.6363636363636364,0.8893299996124235,0.6923076923076923,0.9914389431129895,1.0,2/2,38.60%,CLU;SERPING1,B4DW11;E5RG36;E5RGB0;E5RH61;E5RJZ5;E7ERK6;E7ETB4;H0YAS8;H0YC35;H0YLK8;P10909;P10909-2;P10909-3;P10909-4;P10909-5;Q6LDQ3;Q8IWL5;Q8IWM0;A0A0S2Z333;E9KL26;E9PGN7;H0YCA1;H9KV48;P05155;P05155-2;P05155-3;Q5UGI6
141,prerank,Complement cascade,0.6363636363636364,0.8893299996124235,0.6923076923076923,0.9914389431129895,1.0,2/2,38.60%,CLU;SERPING1,B4DW11;E5RG36;E5RGB0;E5RH61;E5RJZ5;E7ERK6;E7ETB4;H0YAS8;H0YC35;H0YLK8;P10909;P10909-2;P10909-3;P10909-4;P10909-5;Q6LDQ3;Q8IWL5;Q8IWM0;A0A0S2Z333;E9KL26;E9PGN7;H0YCA1;H9KV48;P05155;P05155-2;P05155-3;Q5UGI6
142,prerank,Vesicle-mediated transport,0.5986844835747196,0.8865760933974399,0.6755386565272496,0.9905742422930015,1.0,2/3,35.09%,APOA1;HPX,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355;B7Z8Q4;P02790;Q9BS19
143,prerank,tRNA Aminoacylation,-0.6428571428571428,-0.8682685829777669,0.7057728119180633,1.0,1.0,1/1,38.60%,EPRS1,B4DKX5;B4DP50;H6WCP5;P07814;Q3KQZ8;V9GYZ6;V9GZ76
144,prerank,Cytosolic tRNA aminoacylation,-0.6428571428571428,-0.8682685829777669,0.7057728119180633,1.0,1.0,1/1,38.60%,EPRS1,B4DKX5;B4DP50;H6WCP5;P07814;Q3KQZ8;V9GYZ6;V9GZ76
145,prerank,tRNA modification in the nucleus and cytosol,-0.6428571428571428,-0.8682685829777669,0.7057728119180633,1.0,1.0,1/1,38.60%,EPRS1,B4DKX5;B4DP50;H6WCP5;P07814;Q3KQZ8;V9GYZ6;V9GZ76
146,prerank,tRNA processing,-0.6428571428571428,-0.8682685829777669,0.7057728119180633,1.0,1.0,1/1,38.60%,EPRS1,B4DKX5;B4DP50;H6WCP5;P07814;Q3KQZ8;V9GYZ6;V9GZ76
147,prerank,Selenoamino acid metabolism,-0.6428571428571428,-0.8682685829777669,0.7057728119180633,1.0,1.0,1/1,38.60%,EPRS1,B4DKX5;B4DP50;H6WCP5;P07814;Q3KQZ8;V9GYZ6;V9GZ76
148,prerank,Cellular responses to stress,0.589230604209887,0.8626372150181468,0.735705209656925,1.0,1.0,1/3,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
149,prerank,Cellular responses to stimuli,0.589230604209887,0.8626372150181468,0.735705209656925,1.0,1.0,1/3,24.56%,APOA1,A0A024R3E3;F8W696;P02647;Q8TDB0;Q9Y355
150,prerank,Ion channel transport,-0.48148148148148145,-0.8599221789883263,0.7104072398190046,1.0,1.0,3/3,56.14%,ATP6V1H;ATP1A1;ATP2A2,A0A024R7U9;A0A024R7X3;A0A0D9SG68;B3KUZ7;B4E054;E5RG49;E5RHH0;E5RJG1;E5RK31;G3V126;Q8TF11;Q9UI12;Q9UI12-2;B7Z1N5;B7Z3V1;P05023;P05023-2;P05023-3;P05023-4;Q58I23;Q5TC01;Q5TC02;P16615-2
151,prerank,RHOC GTPase cycle,0.6428571428571429,0.8475086290822195,0.7349624060150376,0.9193462393367776,1.0,1/1,36.84%,ABR,A0A0G2JQ41;B7Z2X0;B7Z683;B7Z7Z1;I3L1U8;I3L379;Q12979;Q12979-2;Q12979-3;Q12979-4;Q6ZT60
152,prerank,G alpha (12/13) signalling events,0.6428571428571429,0.8475086290822195,0.7349624060150376,0.9193462393367776,1.0,1/1,36.84%,ABR,A0A0G2JQ41;B7Z2X0;B7Z683;B7Z7Z1;I3L1U8;I3L379;Q12979;Q12979-2;Q12979-3;Q12979-4;Q6ZT60
153,prerank,RHOA GTPase cycle,0.6428571428571429,0.8475086290822195,0.7349624060150376,0.9193462393367776,1.0,1/1,36.84%,ABR,A0A0G2JQ41;B7Z2X0;B7Z683;B7Z7Z1;I3L1U8;I3L379;Q12979;Q12979-2;Q12979-3;Q12979-4;Q6ZT60
154,prerank,p75 NTR receptor-mediated signalling,0.6428571428571429,0.8475086290822195,0.7349624060150376,0.9193462393367776,1.0,1/1,36.84%,ABR,A0A0G2JQ41;B7Z2X0;B7Z683;B7Z7Z1;I3L1U8;I3L379;Q12979;Q12979-2;Q12979-3;Q12979-4;Q6ZT60
155,prerank,RAC3 GTPase cycle,0.6428571428571429,0.8475086290822195,0.7349624060150376,0.9193462393367776,1.0,1/1,36.84%,ABR,A0A0G2JQ41;B7Z2X0;B7Z683;B7Z7Z1;I3L1U8;I3L379;Q12979;Q12979-2;Q12979-3;Q12979-4;Q6ZT60
156,prerank,RAC2 GTPase cycle,0.6428571428571429,0.8475086290822195,0.7349624060150376,0.9193462393367776,1.0,1/1,36.84%,ABR,A0A0G2JQ41;B7Z2X0;B7Z683;B7Z7Z1;I3L1U8;I3L379;Q12979;Q12979-2;Q12979-3;Q12979-4;Q6ZT60
157,prerank,Death Receptor Signaling,0.6428571428571429,0.8475086290822195,0.7349624060150376,0.9193462393367776,1.0,1/1,36.84%,ABR,A0A0G2JQ41;B7Z2X0;B7Z683;B7Z7Z1;I3L1U8;I3L379;Q12979;Q12979-2;Q12979-3;Q12979-4;Q6ZT60
